0,100,0.0937441410496831,0.03347961697727442,0.11827390175312757,0.2817623149603605,0.14103348180651665,0.8214535126462579
1,1000,0.10054089594632387,0.033768839202821255,0.12649089191108942,0.3405292071402073,0.15179423615336418,0.28155230917036533
2,10000,0.10890958923846483,0.03581604082137346,0.12912452314049006,0.39421190321445465,0.1505029508844018,0.5975076910108328
3,100000,0.12103460729122162,0.03883735369890928,,0.43976536486297846,0.18429682310670614,
4,1000000,0.11873094458132982,0.03518826421350241,,0.4176507657393813,0.18330372404307127,
5,10000000,0.11082225851714611,0.041396071203053,,0.44962737429887056,0.17881783097982407,
6,100000000,0.11396120488643646,0.045303951017558575,,0.4419719884172082,0.19317502435296774,
0,100,0.09198706690222025,0.03386673144996166,0.10819803178310394,0.2785329269245267,0.14340033940970898,0.7925688195973635
1,1000,0.11097572185099125,0.034553379751741886,0.1383892297744751,0.3249502293765545,0.15707016922533512,0.2544067110866308
2,10000,0.10047287493944168,0.033986080437898636,0.12180306203663349,0.3522375589236617,0.14658902678638697,0.5661703189834952
3,100000,0.09974272176623344,0.037017404101789,,0.4218526594340801,0.16589631885290146,
4,1000000,0.10625399276614189,0.037346669472754,,0.4123141961172223,0.15761251468211412,
5,10000000,0.1144026406109333,0.044875011779367924,,0.42924509197473526,0.17003521881997585,
6,100000000,0.11555031687021255,0.04226657189428806,,0.46286012791097164,0.18730702716857195,
0,100,0.0814260970801115,0.03433138318359852,0.1056265290826559,0.2888152115046978,0.14560622442513704,0.8061388554051518
1,1000,0.11310716159641743,0.034774268977344036,0.13714305218309164,0.33548460248857737,0.15453509334474802,0.2529479907825589
2,10000,0.10939520969986916,0.0349116837605834,0.13533349055796862,0.37788803968578577,0.14787741377949715,0.5843690056353807
3,100000,0.09959451202303171,0.03405756130814552,,0.4372391039505601,0.1858666641637683,
4,1000000,0.10590113513171673,0.0385659197345376,,0.40686693601310253,0.17316355276852846,
5,10000000,0.11473558191210032,0.042337886057794094,,0.45633102860301733,0.19803302641957998,
6,100000000,0.11651911400258541,0.04296398628503084,,0.5017289128154516,0.18712675478309393,
0,100,0.09587756171822548,0.03269046265631914,0.1104764137417078,0.28499328158795834,0.16828177403658628,0.8125439779832959
1,1000,0.10190463252365589,0.035136882215738297,0.1280977027490735,0.3361573461443186,0.1538458475843072,0.2569704568013549
2,10000,0.11617626994848251,0.0333851957693696,0.13727507553994656,0.41269101947546005,0.14847050234675407,0.5773756140843034
3,100000,0.10350304376333952,0.037077358923852444,,0.4347275225445628,0.18076446652412415,
4,1000000,0.10906514339148998,0.03478962182998657,,0.4272212367504835,0.1730096284300089,
5,10000000,0.11963766720145941,0.0393442427739501,,0.46997547894716263,0.17671265453100204,
6,100000000,0.12019717507064342,0.03981959447264671,,0.4851306891068816,0.1854998581111431,
0,100,0.0958851259201765,0.035615550354123116,0.1145994458347559,0.2872608006000519,0.15227571781724691,0.796989212743938
1,1000,0.10182774998247623,0.03496774937957525,0.12600859999656677,0.32221116218715906,0.14894735347479582,0.27051310148090124
2,10000,0.10429858416318893,0.03852211590856314,0.1243338230997324,0.3804153008386493,0.14870014134794474,0.589202887378633
3,100000,0.11498683411628008,0.038795712403953075,,0.4275774909183383,0.16460531670600176,
4,1000000,0.11859564483165741,0.03867747634649277,,0.4546824963763356,0.162632392719388,
5,10000000,0.11582751758396626,0.04026883561164141,,0.45980181731283665,0.19728809129446745,
6,100000000,0.11957148183137178,0.041552270762622356,,0.48447198420763016,0.18946065474301577,
